GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48121021526,7509,478,521,501,875,69,71,6.3656945
48121021527,7121,445,606,413,919,178,0,6.249122314
48121021611,4551,171,1211,493,698,10,6,3.757415953
48121021612,3981,236,1114,206,710,13,0,5.928158754
48121021613,5487,355,2151,895,930,61,59,6.469837798
48121021614,4195,219,1950,422,351,42,0,5.220500596
48121021615,4967,275,2719,433,325,52,0,5.536541172
48121021616,4433,372,1249,1324,377,71,44,8.391608392
48121021618,4071,256,2140,418,51,103,42,6.288381233
48121021619,2857,185,1789,163,138,0,0,6.475323766
48121021620,2613,194,528,892,203,26,52,7.42441638
48121021621,3642,268,638,335,559,11,0,7.358594179
48121021622,5500,277,881,612,917,124,0,5.036363636
48121021623,8019,518,723,1145,4112,123,203,6.459658312
48121021624,7950,430,2386,961,1509,34,40,5.408805031
48121021625,10758,787,1119,1011,3616,62,0,7.31548615
48121021626,2718,90,166,84,475,0,0,3.311258278
48121021627,8200,196,773,738,720,33,5,2.390243902
48121021628,6291,336,1369,570,813,36,14,5.340963281
48121021629,7598,414,446,1167,2312,0,22,5.448802316
48121021630,4911,238,1140,561,820,85,0,4.84626349
48121021631,5461,306,805,484,1218,32,13,5.603369346
48121021632,3590,237,422,703,185,43,13,6.601671309
48121021633,4750,260,708,73,553,31,0,5.473684211
48121021634,5668,496,1280,2009,295,89,0,8.750882145
48121021635,4886,372,786,1963,347,119,0,7.613589849
48121021636,7148,729,1260,2278,821,282,82,10.19865697
48121021637,4427,379,1493,1670,354,186,0,8.561102327
48121021638,3854,179,886,1190,404,162,64,4.644525169
48121021715,4887,393,663,736,512,90,0,8.041743401
48121021716,4713,307,885,761,466,18,72,6.51389773
48121021717,5996,430,1468,399,313,139,0,7.171447632
48121021718,11119,735,1207,424,526,168,54,6.610306682
48121021719,4841,185,392,361,469,71,4,3.821524478
48121021720,3554,263,334,372,877,29,0,7.400112549
48121021721,4294,319,684,627,153,83,12,7.428970657
48121021722,4415,148,695,313,148,57,0,3.352208381
48121021723,1515,113,346,257,342,0,0,7.458745875
48121021724,4198,235,190,99,520,44,13,5.597903764
48121021725,3759,166,401,132,279,118,0,4.416068103
48121021726,3424,304,345,137,76,115,10,8.878504673
48121021727,4875,285,375,277,1238,0,0,5.846153846
48121021728,3509,327,1640,287,272,14,0,9.318894272
48121021729,2997,211,508,200,253,95,0,7.040373707
48121021730,3774,278,429,281,439,27,0,7.366189719
48121021731,3579,186,706,381,442,28,0,5.196982397
48121021732,2265,178,687,560,444,43,0,7.858719647
48121021733,2994,166,1053,570,485,33,19,5.544422178
48121021734,3759,418,1071,1217,294,56,0,11.11997872
48121021735,3753,264,970,1106,300,220,0,7.034372502
48121021736,2368,162,311,725,342,93,20,6.841216216
48121021737,4530,281,727,885,711,125,36,6.203090508
48121021738,3145,257,413,713,520,48,0,8.171701113
48121021739,3435,357,2129,455,67,38,32,10.3930131
48121021740,4683,444,1124,771,421,41,0,9.481101858
48121021741,1938,171,390,253,318,10,0,8.823529412
48121021742,6571,656,2233,198,841,285,0,9.983259778
48121021743,3991,206,2058,447,488,28,0,5.161613631
48121021744,3289,339,1472,94,900,26,0,10.30708422
48121021745,5641,625,2896,585,599,14,12,11.07959582
48121021746,3993,262,415,129,172,96,0,6.561482595
48121021747,5043,234,390,225,526,33,0,4.640095181
48121021748,4225,263,379,107,169,136,56,6.224852071
48121021749,3475,117,171,172,222,36,0,3.366906475
48121021750,4798,277,268,75,875,31,0,5.77323885
48121021751,4848,147,175,178,1243,0,0,3.032178218
48121021752,5258,253,583,139,973,172,0,4.811715481
48121021753,6409,558,628,344,855,0,0,8.706506475
48121021800,3615,214,174,210,405,29,0,5.9197787
48121021900,4793,318,276,326,904,48,0,6.634675569
48123970100,4366,324,1899,254,0,142,0,7.420980302
48123970200,6036,352,2586,1220,1,42,0,5.831676607
48123970300,4079,284,1085,371,0,13,0,6.962490807
48123970400,3724,239,855,113,0,0,0,6.41783029
48123970500,2230,103,707,63,0,11,0,4.618834081
48125950300,2216,109,673,68,35,17,0,4.918772563
48127950200,8549,905,7325,4,375,0,0,10.58603345
48127950400,2114,110,1919,1,27,0,0,5.203405866
48129950200,1990,102,205,191,25,34,0,5.125628141
48129950300,1397,60,168,15,2,14,0,4.294917681
48131950100,4836,279,4440,144,0,0,0,5.769230769
48131950200,2913,321,2163,47,0,18,0,11.01956746
48131950500,3606,213,3532,0,0,22,0,5.906821963
48133950100,3283,161,371,170,6,24,0,4.904051173
48133950200,5861,334,1404,211,113,0,0,5.698686231
48133950300,5043,268,682,208,0,52,0,5.314297045
48133950400,2012,103,144,86,0,5,0,5.119284294
48133950500,2071,113,362,0,2,23,2,5.456301304
48135000100,3252,409,1507,46,0,76,23,12.57687577
48135000300,1714,69,478,86,0,36,0,4.025670945
48135000400,5279,519,2780,22,33,10,0,9.831407464
48135000500,5188,376,2584,919,24,151,0,7.247494217
48135000600,5838,415,3760,394,179,137,0,7.108598835
48135000700,5144,426,3431,519,92,100,50,8.281493002
48135000800,3221,230,1988,153,17,30,0,7.140639553
48135001000,5565,445,3846,174,74,77,0,7.99640611
48135001100,7793,551,5993,580,22,18,0,7.070447838
48135001300,5066,323,2836,117,237,152,0,6.375838926
48135001500,5159,723,4271,226,28,51,0,14.01434387
48135001600,6031,513,3125,13,0,30,25,8.506052064
48135001700,7297,478,3139,395,13,212,83,6.550637248
48135001800,3908,482,2238,1073,0,62,0,12.33367451
48135001900,5721,734,4827,568,0,175,0,12.82992484
48135002000,4023,332,3312,522,10,33,0,8.25254785
48135002200,3288,452,2448,19,0,9,0,13.74695864
48135002300,3940,445,1770,223,52,28,0,11.29441624
48135002400,5260,404,1930,318,0,48,0,7.680608365
48135002501,7370,845,3856,174,480,9,0,11.46540027
48135002502,6364,335,2607,331,44,115,0,5.263984915
48135002503,6455,482,3244,933,35,144,22,7.467079783
48135002700,10931,937,8306,360,0,22,0,8.571951331
48135002801,5379,540,4289,82,38,14,0,10.03904071
48135002802,9968,1212,6706,178,118,65,0,12.15890851
48135002900,3340,140,1087,117,87,16,0,4.191616766
48135003000,11835,1459,5112,958,489,156,0,12.32784115
48135003100,4013,250,2983,122,0,25,0,6.229753302
48137950300,2055,120,1194,1,0,1,0,5.839416058
48139060101,7882,630,3574,564,116,598,0,7.992895204
48139060102,6781,466,2755,311,54,491,15,6.872142752
48139060204,10053,485,2693,2362,91,270,0,4.824430518
48139060206,6376,388,1643,1654,120,0,0,6.08531995
48139060207,6923,345,1875,1080,20,554,0,4.983388704
48139060208,5190,314,974,708,65,97,0,6.050096339
48139060209,4890,318,648,467,24,57,0,6.503067485
48139060210,1572,86,291,75,122,96,0,5.470737913
48139060211,3041,143,184,139,0,0,0,4.702400526
48139060212,5542,337,940,356,81,118,53,6.080837243
48139060213,6903,417,1494,530,40,63,18,6.040851804
48139060214,9579,769,1130,569,193,266,0,8.027977868
48139060300,4318,258,1704,279,147,90,0,5.974988421
48139060400,4418,349,769,2141,39,118,0,7.899502037
48139060500,3078,267,1381,529,28,306,0,8.674463938
48139060600,9683,500,1932,1031,45,107,11,5.163688939
48139060701,2342,303,711,187,37,213,0,12.93766012
48139060702,4779,373,830,498,78,25,0,7.804980121
48139060703,2070,178,351,183,52,54,0,8.599033816
48139060801,7559,384,432,178,136,31,0,5.080037042
48139060802,7691,348,848,647,96,82,0,4.524769211
48139060803,1169,38,343,14,27,112,0,3.250641574
48139060900,6929,414,958,363,44,39,0,5.974888151
48139061000,4018,204,815,562,0,62,0,5.077152812
48139061100,5647,695,2102,26,32,195,21,12.30741987
48139061200,1949,107,699,94,23,100,16,5.489994869
48139061300,3188,335,1213,35,0,16,0,10.50815558
48139061400,7812,369,2354,493,50,322,0,4.723502304
48139061500,5897,421,3407,1010,16,669,0,7.139223334
48139061600,6270,869,3155,1790,25,7,0,13.85964912
48139061700,5289,282,1532,50,27,15,15,5.33182076
48141000101,7480,325,4923,683,137,91,12,4.344919786
48141000106,5912,329,3119,860,487,12,0,5.564952639
48141000107,5473,353,4155,594,114,61,0,6.449844692
48141000108,2429,137,1675,266,36,60,0,5.640181145
48141000109,4073,524,3216,327,43,19,0,12.86520992
48141000110,4023,244,2805,719,163,7,0,6.065125528
48141000111,2820,319,1475,318,93,12,0,11.31205674
48141000112,4253,178,3216,237,57,51,1,4.185280978
48141000204,5533,473,4003,426,137,0,44,8.548707753
48141000205,4350,406,3289,372,115,19,0,9.333333333
48141000206,4630,271,3604,381,42,81,0,5.853131749
48141000207,4778,415,3604,282,177,15,0,8.685642528
48141000208,3975,398,3021,331,67,148,11,10.01257862
48141000301,6501,471,5538,412,13,39,0,7.245039225
48141000302,5711,676,5350,101,67,34,12,11.83680616
48141000401,6169,219,3522,586,247,111,0,3.550008105
48141000403,3276,228,2734,145,80,0,0,6.95970696
48141000404,3668,591,3273,187,38,7,0,16.11232279
48141000600,4781,435,4093,532,61,47,6,9.098514955
48141000800,5587,342,5260,167,14,0,0,6.121353141
48141000900,9421,929,6569,1109,377,148,47,9.860948944
48141001001,3245,288,3032,7,68,23,0,8.875192604
48141001002,3703,117,3522,45,0,42,0,3.159600324
48141001104,8568,643,6083,247,475,137,17,7.504668534
48141001107,6986,508,4934,169,370,21,30,7.27168623
48141001109,4719,409,2747,61,165,24,0,8.667090485
48141001110,5644,501,3834,56,346,165,0,8.876683203
48141001111,4495,168,3107,195,189,9,8,3.737486096
48141001112,4401,153,2975,21,224,0,0,3.476482618
48141001113,7546,674,4868,202,129,165,341,8.931884442
48141001114,5564,427,4353,126,195,0,0,7.674335011
48141001115,4016,550,3445,157,128,81,0,13.69521912
48141001201,4888,457,4612,70,81,73,0,9.349427169
48141001202,5160,210,4182,36,151,31,7,4.069767442
48141001203,816,31,768,5,10,0,0,3.799019608
48141001301,3883,261,2317,47,158,66,79,6.721607005
48141001302,6979,448,4060,50,507,67,0,6.419257773
48141001400,1819,34,1401,125,116,26,7,1.869158879
48141001501,5464,336,3977,15,280,50,0,6.149341142
48141001502,2556,70,1351,226,52,27,0,2.738654147
48141001600,4143,101,3375,283,52,96,0,2.437846971
48141001700,1355,11,1169,97,13,71,0,0.811808118
48141001800,1167,17,1113,116,0,0,0,1.45672665
48141001900,2268,147,2109,155,0,6,0,6.481481481
48141002000,2446,105,2323,21,15,13,0,4.292722813
48141002100,2164,70,1946,72,17,41,0,3.234750462
48141002201,3613,163,2999,118,94,115,0,4.511486299
48141002202,4011,255,3643,113,6,51,0,6.357516829
48141002300,4202,171,3765,27,0,85,0,4.069490719
48141002400,3012,122,2572,42,24,4,0,4.050464807
48141002500,5104,38,4333,317,30,51,0,0.744514107
48141002600,2906,123,2752,107,71,16,0,4.232622161
48141002800,4257,195,4186,147,0,130,8,4.580690627
48141002900,1449,95,1448,4,0,0,0,6.556245687
48141003000,3299,117,3254,0,0,29,0,3.546529251
48141003100,3128,129,3097,0,0,16,0,4.124040921
48141003200,2700,122,2674,23,0,40,0,4.518518519
48141003300,5255,369,4919,0,0,70,0,7.02188392
48141003402,6125,373,5226,253,75,68,0,6.089795918
48141003403,6079,753,4803,191,0,271,28,12.38690574
48141003404,6110,324,4591,154,14,191,0,5.302782324
48141003501,3010,113,2824,33,0,12,0,3.754152824
48141003502,4293,431,3979,39,0,78,0,10.03959935
48141003601,3878,218,3810,10,0,0,0,5.621454358
48141003602,2654,258,2532,42,0,35,0,9.721175584
48141003701,4495,349,4131,173,16,14,0,7.764182425
48141003702,4380,210,4207,0,0,31,7,4.794520548
48141003801,5011,116,4957,17,27,0,0,2.314907204
48141003803,2995,206,2810,0,0,60,0,6.878130217
48141003804,3983,241,3870,0,0,35,0,6.050715541
48141003901,3977,195,3749,181,0,48,65,4.903193362
48141003902,2640,131,2379,11,0,378,0,4.962121212
48141003903,5815,380,5660,45,0,45,0,6.534823732
48141004002,9699,782,9369,167,1,63,0,8.062686875
48141004003,7809,592,7617,97,0,135,18,7.580996286
48141004004,5576,372,5382,42,0,0,0,6.671449067
48141004103,7122,713,6825,15,16,276,0,10.0112328
48141004104,6132,274,5654,77,0,222,0,4.468362688
48141004105,2985,129,2929,9,0,20,0,4.32160804
48141004106,5074,157,4913,35,15,153,0,3.094205755
48141004107,1632,76,1519,0,3,8,0,4.656862745
48141004201,5510,345,5227,191,10,71,0,6.261343013
48141004202,5023,248,4688,150,50,10,0,4.937288473
48141004303,6218,471,4706,70,43,24,0,7.574782888
48141004307,5807,215,4406,174,226,63,0,3.702428104
48141004309,5352,289,4538,517,170,52,0,5.399850523
48141004310,5567,365,4872,111,0,9,0,6.556493623
48141004311,4090,237,3028,86,81,0,59,5.794621027
48141004312,4462,387,3690,166,0,0,0,8.673240699
48141004313,3234,272,2540,156,117,22,0,8.410636982
48141004314,4809,272,4176,217,38,98,80,5.656061551
48141004316,6156,308,5509,8,53,5,0,5.003248863
48141004317,3683,325,2505,175,54,48,8,8.824327993
48141004318,3936,231,3206,91,36,51,18,5.868902439
48141004319,6201,487,5290,208,101,41,0,7.853572005
48141004320,3162,190,2611,55,73,66,290,6.008855155
48141010101,5939,692,1612,1142,666,336,173,11.65179323
48141010102,5466,663,1714,1127,316,185,133,12.12952799
48141010103,2712,288,600,400,206,117,24,10.61946903
48141010203,4742,280,3843,170,40,143,37,5.904681569
48141010207,8510,1294,5290,1416,188,95,44,15.20564042
48141010210,6911,802,3586,1098,463,114,59,11.60468818
48141010211,2693,202,1260,455,159,5,8,7.500928333
48141010212,8175,731,4684,1106,434,154,0,8.941896024
48141010213,8533,644,5570,406,393,101,0,7.547169811
48141010214,5816,518,3616,59,366,115,0,8.906464924
48141010215,8904,1248,6535,280,507,94,0,14.01617251
48141010216,9290,1307,8362,159,19,0,0,14.06889128
48141010217,5315,379,3738,176,308,41,26,7.130761994
48141010218,3889,389,3088,0,0,49,0,10.00257136
48141010219,8717,599,6595,78,95,10,0,6.871630148
48141010220,4388,450,4200,43,7,13,29,10.25524157
48141010221,5258,280,5023,26,0,0,0,5.325218714
48141010222,1919,160,1451,0,0,0,0,8.337675873
48141010303,3856,216,3100,177,77,24,9,5.601659751
48141010307,6409,397,5711,29,0,103,0,6.194414105
48141010311,7404,483,6177,223,24,0,48,6.52350081
48141010312,3782,129,3083,96,87,62,0,3.410893707
48141010316,4214,273,3776,72,30,15,0,6.478405316
48141010317,4131,193,3651,90,27,28,0,4.671992254
48141010319,615,46,492,30,0,0,0,7.479674797
48141010322,5048,382,4556,97,92,35,0,7.567353407
48141010323,4506,199,3852,251,32,84,0,4.416333777
48141010324,8371,480,7374,294,283,59,0,5.73408195
48141010325,9324,1094,8566,562,198,13,0,11.73316173
48141010326,5069,113,4177,22,54,0,0,2.229236536
48141010327,3573,208,3027,90,47,0,0,5.821438567
48141010328,4318,221,3779,220,113,28,0,5.118110236
48141010329,6063,398,5587,233,48,0,0,6.564407059
48141010330,11503,1195,9730,842,338,27,16,10.38859428
48141010331,11906,1129,9674,1004,194,184,40,9.482613808
48141010332,9646,941,9266,75,0,64,0,9.755339001
48141010333,4298,390,4238,5,89,0,0,9.073987901
48141010334,4009,277,3953,0,4,9,0,6.909453729
48141010335,3836,498,3788,0,0,0,0,12.9822732
48141010336,6471,442,6005,137,88,148,0,6.830474424
48141010337,7103,323,6362,155,71,25,0,4.547374349
48141010338,7075,241,6184,336,92,53,0,3.406360424
48141010339,10199,864,7893,912,67,161,0,8.471418767
48141010340,2431,234,2231,5,18,13,0,9.625668449
48141010341,37826,4882,31451,2697,860,87,386,12.90646645
48141010342,15347,1408,13806,591,97,390,14,9.174431485
48141010343,6062,348,5229,158,0,119,0,5.740679644
48141010344,3174,345,3109,0,5,3,0,10.86956522
48141010345,10201,887,9418,145,81,160,0,8.695225958
48141010346,5007,456,4757,18,0,31,105,9.10724985
48141010347,3783,225,3467,32,0,8,0,5.947660587
48141010401,5769,582,5575,7,17,143,2,10.08840354
48141010404,4550,288,4416,10,10,15,0,6.32967033
48141010405,7129,663,6657,0,45,696,0,9.300042082
48141010406,3082,226,3053,0,0,35,0,7.332900714
48141010407,6960,412,6920,0,28,0,0,5.91954023
48141010408,4021,166,3911,10,0,55,0,4.128326287
48141010409,6882,573,6712,0,0,0,22,8.326068003
48141010501,4571,417,4382,16,0,36,0,9.122730256
48141010502,1687,111,1577,10,24,0,0,6.579727327
48141010504,1231,41,1210,0,0,0,0,3.330625508
48141010505,3054,397,2852,0,33,23,0,12.99934512
48141010506,2785,238,2765,0,0,27,0,8.545780969
48141010600,5738,1292,1506,1334,309,88,0,22.51655629
48141980000,0,0,0,0,0,0,0,0
48143950100,3552,158,289,0,16,6,0,4.448198198
48143950201,3457,299,360,0,35,0,0,8.649117732
48143950202,7386,319,1264,64,166,213,0,4.318981858
48143950300,5793,575,2109,63,0,102,0,9.925772484
48143950400,7154,363,1493,270,100,870,0,5.074084428
48143950500,8599,526,1898,276,45,27,0,6.116990348
48143950600,3661,159,787,202,0,69,21,4.343075662
48143950700,1880,50,471,39,3,35,0,2.659574468
48145000200,2771,125,779,242,55,20,0,4.511006857
48145000300,3597,209,1487,1123,18,0,7,5.810397554
48145000400,1808,91,224,1199,0,19,0,5.033185841
48145000500,2300,177,264,220,5,97,0,7.695652174
48145000700,2823,247,577,301,0,6,8,8.749557209
48145000800,4000,193,656,1180,16,43,0,4.825
48147950100,3066,178,391,297,20,54,0,5.805609915
48147950300,3141,146,124,33,41,121,5,4.64820121
48147950401,4999,187,1405,979,122,110,8,3.74074815
48147950402,5940,259,510,465,9,23,0,4.36026936
48147950500,2624,124,89,245,6,82,0,4.725609756
48147950600,2370,144,126,160,59,74,0,6.075949367
48147950701,4782,326,369,145,0,45,8,6.817231284
48147950702,3237,227,398,86,35,60,0,7.012666049
48147950800,4016,131,340,93,22,141,0,3.261952191
48149970100,1986,35,105,20,2,10,0,1.762336354
48149970200,2317,100,263,166,3,10,0,4.315925766
48149970300,5652,374,1700,425,92,29,0,6.617126681
48149970400,3777,219,802,358,0,3,20,5.798252581
48149970500,4143,196,1056,154,3,3,0,4.730871349
48149970600,5209,208,1149,423,24,82,0,3.993088885
48149970700,1982,124,137,151,0,5,0,6.256306761
48151950300,1953,111,492,54,4,31,5,5.683563748
48151950400,1930,151,693,125,19,77,0,7.823834197
48153950500,2373,115,1330,42,5,65,0,4.846186262
48153950600,3499,266,2099,198,5,22,0,7.602172049
48155950100,1408,62,288,25,0,0,0,4.403409091
48157670101,6685,384,4476,2088,9,8,0,5.744203441
48157670102,3311,306,1140,2132,21,0,0,9.24192087
48157670200,7592,633,3259,4202,135,305,0,8.33772392
48157670300,3400,214,911,2220,134,37,0,6.294117647
48157670400,5348,486,906,4284,31,133,48,9.087509349
48157670500,4598,229,1139,2939,347,24,0,4.980426272
48157670601,9093,643,1307,7465,6,0,0,7.071373584
48157670602,1890,190,691,1168,7,0,0,10.05291005
48157670700,5861,635,800,2826,1072,8,0,10.83432861
48157670800,18027,1693,7606,9804,662,68,0,9.391468353
48157670901,12020,565,757,5224,3271,35,83,4.700499168
48157670902,7963,717,2515,5215,99,0,0,9.004144167
48157671001,5413,267,929,1290,448,124,66,4.93256974
48157671002,5984,671,1644,1835,216,0,37,11.21323529
48157671100,8663,614,3435,3308,1109,0,0,7.087613991
48157671200,6515,249,1359,4240,369,86,30,3.821949348
48157671300,4351,141,1807,1623,463,35,12,3.240634337
48157671400,8673,387,1593,2427,3711,62,13,4.462123833
48157671501,8050,554,721,2065,3088,21,0,6.881987578
48157671502,1640,88,156,527,643,0,0,5.365853659
48157671601,6796,546,920,263,1947,115,0,8.034137728
48157671602,3465,138,477,30,1344,0,0,3.982683983
48157671700,5230,231,499,179,876,0,0,4.416826004
48157671800,3384,175,943,996,675,0,0,5.171394799
48157671900,4051,190,709,294,866,0,0,4.690199951
48157672001,8160,304,1229,1398,4095,42,0,3.725490196
48157672002,6945,271,1108,2186,1936,80,0,3.902087833
48157672100,4051,88,330,102,1167,0,8,2.172303135
48157672200,3620,179,1054,164,445,75,0,4.944751381
48157672301,7712,418,1826,1365,3316,39,0,5.420124481
48157672302,9183,379,1492,622,2205,107,0,4.12719155
48157672400,8935,628,2821,2435,1960,296,0,7.028539452
48157672500,7674,426,3398,2224,1332,0,25,5.551211884
48157672601,10813,647,5625,2816,924,111,0,5.983538333
48157672602,7566,473,2192,4057,1100,10,0,6.251652128
48157672701,14544,729,4245,3553,5374,65,32,5.012376238
48157672702,7720,427,1638,2295,1458,163,0,5.531088083
48157672800,8195,475,1011,1227,4284,15,0,5.796217206
48157672900,51536,5818,7851,13589,15541,26,0,11.2891959
48157673001,7916,379,831,599,959,64,0,4.787771602
48157673002,9303,451,2489,1430,1466,0,0,4.847898527
